source_ip,timestamp,label,length,sequence
10.184.66.229,2024-08-18T23:48:00Z,lateral-movement,43,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed user-session-open connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-success connection-opened authentication-failed authentication-failed connection-opened authentication-success authentication-failed authentication-failed connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened authentication-success authentication-failed authentication-success authentication-failed user-session-open authentication-failed authentication-failed authentication-failed user-session-open authentication-failed user-session-open authentication-failed authentication-failed
10.202.168.221,2024-01-16T21:33:00Z,dos,208,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.178.58.1,2024-06-29T10:06:00Z,lateral-movement,38,user-session-open authentication-failed authentication-failed authentication-failed authentication-failed process-ended authentication-failed connection-opened authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-success authentication-failed network-traffic user-logout authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened user-session-open authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-failed connection-opened authentication-failed
10.241.50.177,2024-09-10T18:05:00Z,lateral-movement,40,authentication-failed connection-opened connection-opened connection-opened authentication-success authentication-failed authentication-failed authentication-failed authentication-failed user-logout authentication-failed authentication-failed authentication-success authentication-failed authentication-failed connection-opened connection-opened authentication-failed authentication-failed authentication-failed user-session-open authentication-success authentication-failed authentication-failed user-session-open authentication-failed authentication-failed authentication-failed authentication-failed user-session-open authentication-failed connection-opened authentication-failed authentication-failed user-session-open authentication-failed authentication-success authentication-failed authentication-failed authentication-failed
10.196.97.121,2024-11-28T01:56:00Z,lateral-movement,42,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened authentication-failed authentication-success authentication-failed authentication-failed user-session-open user-logout authentication-failed authentication-failed authentication-success authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success process-started authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened authentication-success user-session-open authentication-success authentication-success connection-opened user-session-open connection-opened connection-opened
10.201.206.248,2024-04-30T16:57:00Z,file-discovery,37,file-read file-read http-request-success file-read file-read file-read file-read directory-changed file-read directory-changed file-read file-read directory-changed directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read directory-changed
10.248.119.226,2024-03-09T01:59:00Z,brute-force,51,authentication-failed authentication-failed authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed network-traffic
10.161.1.11,2024-09-02T03:02:00Z,file-discovery,54,file-read file-read file-read file-read file-read file-read file-read process-ended file-read directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read directory-changed file-read file-read authentication-success file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read
10.41.238.149,2024-10-19T09:32:00Z,data-exfiltration,43,file-read file-read file-write file-read file-read file-read file-read network-traffic network-traffic file-read file-read network-traffic file-read file-read file-write file-write network-traffic file-read file-read network-traffic file-read file-write network-traffic network-traffic file-write file-write file-read file-read file-read file-read network-traffic file-read network-traffic file-read authentication-success file-read file-read connection-closed file-read file-read file-read network-traffic file-read
10.166.16.162,2024-09-15T15:35:00Z,data-exfiltration,38,file-read file-read file-write file-write file-read network-traffic file-read network-traffic user-logout file-read network-traffic network-traffic file-read file-read file-write file-read file-read network-traffic network-traffic file-read file-read file-read file-read network-traffic network-traffic network-traffic file-read network-traffic file-read network-traffic network-traffic network-traffic file-read file-read file-read file-read file-write file-read
10.12.228.139,2024-05-01T13:35:00Z,benign,18,user-session-open process-info user-session-open process-info network-traffic file-read process-ended http-request-success network-traffic authentication-success process-ended hardware-monitoring hardware-monitoring connection-closed process-ended authentication-success connection-closed process-info
10.134.180.34,2024-08-15T07:08:00Z,defense-evasion,21,process-started system-configuration-changed file-modification process-ended system-configuration-changed system-configuration-changed process-started system-configuration-changed user-session-open system-configuration-changed system-configuration-changed system-configuration-changed process-started system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed process-started
10.7.80.153,2024-07-24T11:43:00Z,file-discovery,28,file-read file-read file-read directory-changed file-read file-read directory-changed authentication-success file-read file-read file-read file-read file-read file-read directory-changed file-read file-read directory-changed file-read file-read directory-changed file-read file-read file-read file-read file-read file-read directory-changed
10.14.237.160,2024-06-21T02:20:00Z,brute-force,47,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.63.231.108,2024-09-23T23:18:00Z,slow-brute-force,109,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.67.47.239,2024-08-06T13:21:00Z,brute-force,25,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-failed
10.223.197.146,2024-04-24T09:05:00Z,port-scan,51,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed file-read connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed http-request-success connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.58.213.57,2024-02-10T07:04:00Z,lateral-movement,35,authentication-failed authentication-success connection-opened user-session-open connection-opened authentication-failed authentication-failed authentication-failed connection-opened authentication-failed authentication-failed file-read connection-opened connection-opened authentication-failed authentication-failed connection-opened authentication-failed authentication-success connection-opened connection-opened authentication-success authentication-failed user-session-open authentication-success authentication-failed user-session-open authentication-failed authentication-success authentication-failed user-session-open process-started user-session-open authentication-failed user-session-open
10.215.46.91,2024-10-19T23:49:00Z,brute-force,43,authentication-failed authentication-failed process-info authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.248.44.29,2024-08-25T12:13:00Z,brute-force,56,authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed file-read authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.224.201.209,2024-01-15T01:21:00Z,defense-evasion,22,process-started process-started process-started system-configuration-changed file-modification system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed file-read process-started process-ended system-configuration-changed file-modification process-ended system-configuration-changed system-configuration-changed system-configuration-changed process-started system-configuration-changed file-modification system-configuration-changed
10.6.156.52,2024-05-07T15:03:00Z,lateral-movement,33,authentication-success authentication-failed authentication-success connection-opened authentication-failed user-session-open authentication-failed authentication-success authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed connection-opened connection-opened connection-opened authentication-failed authentication-failed authentication-success connection-opened authentication-success authentication-failed authentication-failed authentication-failed process-info authentication-success user-session-open authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed
10.233.147.125,2024-09-03T19:54:00Z,benign,7,user-logout network-traffic hardware-monitoring process-started connection-closed user-session-open process-ended
10.220.192.122,2024-12-19T03:22:00Z,account-creation,8,user-session-open user-creation user-creation user-creation authentication-success user-session-open authentication-success connection-opened
10.152.217.121,2024-06-03T16:44:00Z,benign,20,connection-opened user-logout process-started connection-opened user-logout authentication-success process-info network-traffic process-started connection-closed file-read process-info http-request-success process-ended file-read network-traffic process-started connection-opened process-info process-ended
10.20.86.99,2024-02-22T22:12:00Z,data-exfiltration,37,file-write file-read network-traffic file-read network-traffic file-read file-read file-read file-write hardware-monitoring network-traffic file-read network-traffic file-write network-traffic network-traffic network-traffic file-read network-traffic file-read network-traffic network-traffic network-traffic network-traffic file-write connection-opened file-read file-read network-traffic file-read network-traffic network-traffic file-write file-read file-read network-traffic file-write
10.33.2.21,2024-10-06T01:07:00Z,benign,20,file-read authentication-success connection-closed connection-closed process-ended connection-closed process-ended process-info connection-closed process-ended authentication-success hardware-monitoring connection-closed process-ended hardware-monitoring network-traffic process-started process-started connection-closed connection-closed
10.205.88.32,2024-12-30T18:46:00Z,file-discovery,45,file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read
10.241.146.85,2024-08-02T10:43:00Z,benign,13,file-read user-session-open authentication-success user-session-open file-read process-ended user-session-open network-traffic file-read process-info user-session-open process-ended process-info
10.174.214.216,2024-02-27T11:38:00Z,lateral-movement,43,authentication-failed authentication-failed authentication-failed connection-opened authentication-failed connection-opened authentication-failed authentication-success authentication-failed authentication-success authentication-failed connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-success connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed authentication-success authentication-success authentication-failed user-session-open authentication-failed connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-success user-logout connection-opened authentication-failed authentication-failed authentication-failed authentication-failed authentication-failed user-session-open
10.16.252.69,2024-04-08T23:18:00Z,data-exfiltration,38,network-traffic file-read network-traffic network-traffic network-traffic network-traffic network-traffic file-write network-traffic file-read file-read network-traffic process-info network-traffic file-read file-read file-write network-traffic network-traffic file-write file-write network-traffic file-write network-traffic network-traffic file-read network-traffic network-traffic file-write network-traffic file-read file-read file-read file-write network-traffic file-read file-write file-read
10.63.207.187,2024-09-26T08:08:00Z,dos,474,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.175.2.158,2024-07-27T11:25:00Z,account-creation,8,user-creation user-creation authentication-success user-creation authentication-success user-creation user-session-open user-session-open
10.148.99.186,2024-08-25T17:03:00Z,data-exfiltration,35,file-read file-write network-traffic file-read file-read network-traffic file-read file-read file-write file-write file-read network-traffic file-read file-read file-write file-read file-read file-read network-traffic file-write network-traffic network-traffic file-read file-write file-read file-read file-read network-traffic file-read network-traffic file-read file-read network-traffic file-read file-read
10.82.116.122,2024-11-04T03:35:00Z,data-exfiltration,31,file-write network-traffic network-traffic file-read file-write file-read network-traffic network-traffic network-traffic network-traffic file-read network-traffic network-traffic file-read file-write file-write file-read file-read file-read file-write file-write file-read file-read network-traffic network-traffic network-traffic network-traffic file-read network-traffic network-traffic network-traffic
10.236.169.239,2024-04-23T05:00:00Z,account-creation,11,user-session-open user-creation authentication-success user-session-open user-creation user-creation user-creation user-creation process-started authentication-success user-creation
10.33.67.20,2024-03-28T16:25:00Z,file-discovery,52,file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read user-logout file-read file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read directory-changed file-read file-read file-read file-read file-read file-read file-read file-read file-read file-read
10.44.175.102,2024-02-12T12:46:00Z,account-creation,12,user-creation connection-closed user-creation authentication-success authentication-success authentication-success authentication-success user-creation user-session-open user-creation user-creation user-creation
10.217.129.171,2024-03-15T10:06:00Z,defense-evasion,16,system-configuration-changed process-started process-ended system-configuration-changed system-configuration-changed process-started process-started system-configuration-changed process-ended system-configuration-changed process-started file-modification system-configuration-changed system-configuration-changed system-configuration-changed system-configuration-changed
10.94.95.114,2024-03-13T12:07:00Z,benign,22,connection-closed user-session-open authentication-success process-started hardware-monitoring file-read user-session-open process-ended connection-closed connection-closed user-session-open network-traffic network-traffic hardware-monitoring network-traffic connection-opened user-logout process-ended connection-closed file-read http-request-success user-session-open
10.141.114.223,2024-07-13T09:27:00Z,data-exfiltration,35,file-read file-read network-traffic file-write file-write file-write file-read file-read file-write user-session-open network-traffic file-write file-read network-traffic file-read file-read network-traffic file-read process-started file-read network-traffic file-read file-read network-traffic network-traffic file-read file-read file-read network-traffic file-read file-read network-traffic network-traffic file-write file-read
10.19.58.250,2024-09-02T09:00:00Z,dos,407,connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed connection-failed
10.42.219.145,2024-04-05T06:42:00Z,data-exfiltration,40,file-read file-read file-write file-read connection-closed file-read file-read file-write network-traffic network-traffic network-traffic network-traffic file-read network-traffic file-read network-traffic file-read file-read network-traffic file-read network-traffic file-read file-read file-read network-traffic network-traffic file-read file-read file-write file-read file-read file-read file-read network-traffic file-read file-read network-traffic network-traffic file-read network-traffic
