category,log
connection-closed,Jul 14 05:27:05 unplugged  present sign: during: Disconnected: rip=130.26.5.217, lip=97.72.107.119, TLS
connection-closed,Sep 01 03:58:20 plan call:  broken connection media: Disconnected: rip=190.15.82.27, lip=218.66.219.63, TLS
connection-closed,: 150.167.30.107 Disconnecteddebate usually: setOct 03 05:54:42 rip=:, lip=,110.88.66.24 TLS
connection-closed,, arm =: class: Disconnected, riplip83.29.126.54= Feb 14 13:29:55art38.58.164.100: TLS
connection-closed,Apr 27 20:11:17 road doctor: fast: separated: rip=72.79.59.147, lip=97.192.7.128, TLS
connection-closed,wish Oct 25 15:14:56 democratic: :: Disconnected= TLS=172.70.29.166, lipprice141.156.242.105, rip
connection-closed,rip line break= ,: Disconnected: TLS:lip, 73.226.28.26=16.225.175.43truth May 13 01:42:22
connection-closed,Dec 09 19:50:21 capital tax: avoid: Disconnected: rip=91.70.163.53 cut off , lip=163.211.94.249, TLS
connection-closed,Mar 28 06:10:29 anyone Congress: west: Disconnected: disengaged  rip=170.194.18.231, lip=34.63.207.70, TLS
connection-closed,Dec 21 17:53:17 buy  dismounted feeling: strong: Disconnected: rip=12.165.27.244, lip=206.177.148.129, TLS
connection-closed,Oct 26 15:23:47 sister  unhooked what: environment: Disconnected: rip=112.185.120.154, lip=35.72.68.132, TLS
connection-closed,Nov 29 00:59:48 share Republican: four: disconnected state: rip=217.227.190.194, lip=15.175.153.228, TLS
connection-closed,Sep 21 09:30:44 decide future: exist: terminated: rip=29.226.59.32, lip=202.20.251.50, TLS
connection-closed,Jul 30 00:34:07 such admit: summer: severed: rip=106.109.128.25, lip=102.136.107.219, TLS
connection-closed,Sep 23 01:20:23 Mr accept: even: Disconnected: rip= unplugged 61.100.84.36, lip=174.215.106.150, TLS
connection-closed,Dec 01 05:47:05 service hear: first: broken connection: rip=197.157.80.250, lip=166.40.71.32, TLS
connection-closed,piece 212.130.132.15 TLSold season: Disconnected: rip:136.169.150.254, lip=Feb 01 22:07:49, =
connection-closed,Oct 21 00:22:24 media quality:  separated put: Disconnected: rip=35.88.88.231, lip=50.212.159.28, TLS
connection-closed,Dec 04 10:02:00 computer important: win: cut off: rip=137.167.129.31, lip=83.178.13.190, TLS
connection-closed,Sep 30 10:04:17 , lip: Disconnected: =, rip=200.83.7.74: speechmonth203.13.98.17market TLS
connection-closed,Feb 07 04:44:32 couple between: media: disengaged: rip=80.190.14.40, lip=221.34.41.121, TLS
connection-closed,Jan 29 14:38:37 , 80.45.126.224: :shoulder Disconnected: public=170.251.154.187, lipripstation= TLS
connection-closed,= different away, 119.236.222.195: Disconnectedrip :May 16 19:23:29rest, lip=38.116.57.158: TLS
connection-closed,Jun 23 20:55:06 hand reality: send: dismounted: rip=43.153.148.164, lip=174.58.113.194, TLS
connection-closed,Mar 27 19:05:35 = ask= :: Disconnected: rip,109.42.102.169down lip,90.28.93.239commercial TLS
connection-closed,Mar 23 10:32:38 figure sing: baby: unhooked: rip=91.91.78.0, lip=75.38.153.252, TLS
connection-closed,Oct 12 00:41:42 radio over: left: Disconnected: rip=118.227.42.68, lip disconnected state =203.172.152.29, TLS
connection-closed,Feb 18 20:01:06 language movement: lip= ripwell Disconnected=40.212.164.95, :,75.226.207.220: TLS
connection-closed,Oct 12 02:34:06 begin against: nearly: terminated: rip=145.128.253.25, lip=107.74.162.152, TLS
connection-closed,Jan 03 00:49:22 its ago: position: Disconnected: rip=161.113.220.168 severed , lip=36.176.183.239, TLS
connection-closed,Dec 23 21:05:05 institution they: whom: ,: lip=87.67.14.885.207.86.228 Disconnectedrip=, TLS
connection-closed,Jul 23 20:40:07 would positive: low: unplugged: rip=134.231.201.16, lip=17.17.44.3, TLS
connection-closed,: man return123.177.181.215 resourcerip Disconnected: :=,Oct 08 13:39:02 lip=32.0.161.114, TLS
connection-closed,Jul 12 09:10:02 until care: around: Disconnected: rip=95.114.246.124, lip= broken connection 102.120.137.139, TLS
connection-closed,Jul 19 07:42:30 light hit: training: separated: rip=20.128.250.224, lip=47.53.157.200, TLS
connection-closed,: industry follow= open75.188.236.21 DisconnectedNov 03 03:23:28 rip::lip ,=24.226.132.167, TLS
connection-closed,Jan 08 21:45:06 , machineDisconnected painting: =: rip,110.192.51.244: lip=140.71.211.168simple TLS
connection-closed,Dec 10 03:45:42 the woman: read: cut off: rip=118.7.161.195, lip=95.95.207.66, TLS
connection-closed,Nov 06 06:05:29 strategy fine: when: Disconnected: rip=143.25.140.96, lip=105.210.111.174
connection-closed,Feb 15 03:24:00 recently can: although: Disconnected: rip= disengaged 46.113.124.68, lip=176.51.240.95
connection-closed,Oct 09 14:01:46 grow remain: black: dismounted: rip=202.242.191.170, lip=70.198.115.238
connection-closed,Dec 04 00:53:02 another election: customer: unhooked: rip=92.194.17.70, lip=204.237.217.190
connection-closed,Mar 02 07:10:41 it member: figure: Disconnected: disconnected state  rip=118.133.19.253, lip=173.180.191.13
connection-closed,Mar 23 23:30:29 assume black: large: Disconnected: rip=149.140.231.32, lip terminated =139.18.208.28
connection-closed,Feb 14 11:57:26 catch item: individual: Disconnected: rip=134.133.100.52, lip= severed 65.176.131.227
connection-closed,Jun 30 00:18:54 air sea: student: unplugged: rip=196.192.35.211, lip=110.225.206.159
connection-closed,Oct 07 03:25:48 expert democratic: she: broken connection: rip=178.160.254.183, lip=14.225.23.140
connection-closed,Dec 29 11:01:38 : ,: notice: Disconnected101.156.115.24 rip=27.3.6.32away lip=tax
connection-closed,Jun 07 05:24:09 against =: own: Disconnected: =listlip, 126.44.189.137rip23.166.201.125
connection-closed,Jan 30 21:58:04 white dog: safe: separated: rip=193.169.137.176, lip=109.100.246.225
connection-closed,Jan 01 18:31:41 western market: although: Disconnected: rip=206.57.158.20, lip=166.63.37.148 cut off
connection-closed,Oct 15 07:16:10 = popular= good: Disconnected: 94.66.39.233:something, liprip12.70.108.68
connection-closed,May 18 20:14:39 require bank: method: disengaged: rip=91.221.185.132, lip=97.186.95.232
connection-closed,May 21 07:32:04 our charge: head: Disconnected dismounted : rip=39.165.130.220, lip=154.249.115.169
connection-closed,Apr 28 22:21:28 onto eye: candidate:  unhooked Disconnected: rip=181.8.224.125, lip=29.18.112.248
connection-closed,: do town: withinApr 26 21:05:00 Disconnected: rip133.132.16.232=, 94.11.203.230=lip
connection-closed,Oct 05 17:37:18 describe :certainly lip, Disconnected: rip=87.102.81.192: price=134.3.4.250
connection-closed,Jan 23 15:17:17 all them: base: disconnected state: rip=14.164.94.76, lip=54.242.182.91
connection-closed,Nov 07 21:07:34 air head: mother: terminated: rip=16.184.136.50, lip=162.95.10.1
connection-closed,Feb 13 23:16:34 teacher =: playermean Disconnected156.204.189.107 rip=137.255.14.11: lip,:
connection-closed,Dec 24 05:22:42 so camera: bed: Disconnected: rip=223.60.134.157,  severed lip=16.14.135.181
connection-closed,Apr 06 14:30:37  unplugged those woman: whatever: Disconnected: rip=96.38.210.129, lip=10.125.123.161
connection-closed,broken connection Jun 09 14:26:41 when edge: drug: Disconnected: rip=116.41.111.169, lip=146.103.152.50
connection-closed,Aug 15 13:38:33 individual big: different: Disconnected: rip=9.168.167.241, lip= separated 174.210.229.113
connection-closed,Feb 15 01:18:18 must enough: trouble: cut off: rip=157.52.193.85, lip=164.181.82.124
connection-closed,Jan 25 08:51:49 close moment: include: disengaged: rip=191.156.254.6, lip=100.197.229.227
connection-closed,May 26 00:04:15 choice edge: later dismounted : Disconnected: rip=209.82.227.246, lip=198.233.214.213
connection-closed,Jun 26 12:51:25 = another: Congress: ,: 62.55.236.122finish23.196.24.233Disconnected lip=rip
connection-closed,May 18 18:51:50 hit benefit: minute: unhooked: rip=53.109.249.26, lip=90.140.178.211
connection-closed,Feb 13 14:36:07 her eat: hand: disconnected state  Disconnected: rip=135.203.101.228, lip=45.167.207.244
connection-closed,terminated Jan 19 09:31:22 offer call: later: Disconnected: rip=34.215.249.122, lip=86.91.7.162
connection-closed,Mar 07 17:39:10 upon different: mind: severed: rip=159.109.117.15, lip=4.208.153.43
connection-closed,Mar 11 14:30:06 can tree: young: unplugged: rip=2.191.128.75, lip=144.170.184.122
connection-closed,= rest could: center: DisconnectedNov 23 21:33:31 rip:136.9.112.249, lip93.3.180.175=
connection-closed,Oct 19 07:05:20 draw including: fight: Disconnected: broken connection  rip=75.179.76.95, lip=28.252.135.129
connection-closed,Mar 16 04:49:27 sport detail: director: separated: rip=36.80.72.57, lip=135.29.14.23
connection-closed,= seem street: 188.213.161.84: DisconnectedJul 28 19:14:18 rip=skill, :lip140.200.70.158
connection-closed,Jul 06 00:42:11 must authority: whatever: Disconnected: rip=139.215.228.132, lip= cut off 147.37.250.20
connection-closed,May 04 12:58:04 morning paper: claim: disengaged: rip=63.201.14.40, lip=98.19.28.0
connection-closed,, catch population: range: Disconnected: rip172.251.244.57=lip =Dec 04 10:21:51136.98.121.9
connection-closed,May 26 11:35:12 history authority: rest: dismounted: rip=205.178.184.157, lip=112.190.217.62
connection-closed,Dec 30 02:39:40 value member: tax: unhooked: rip=24.204.16.179, lip=102.15.184.89
connection-closed,Mar 01 22:43:17 own region: language: disconnected state: rip=144.185.155.12, lip=28.208.192.114
connection-closed,Aug 14 07:32:12 word likely: wait: Disconnected: rip=72.60.237.65, lip=186.35.139.182 terminated
connection-closed,Apr 16 04:23:35 form act71.154.96.208 :: Disconnected, rip=:star lip=43.39.42.60
connection-closed,Jul 12 21:08:26 discussion study severed : like: Disconnected: rip=107.49.173.157, lip=1.134.19.239
connection-closed,Jul 07 17:26:56 : since210.70.158.215 happenfoot Disconnected: riplip:, ==198.221.185.214
connection-closed,May 01 02:30:05 person within: democratic: Disconnected unplugged : rip=172.183.105.69, lip=138.100.237.189
connection-closed,Oct 17 07:06:45 detail hold: nature: broken connection: rip=212.7.201.111, lip=198.255.155.217
connection-closed,Jul 20 18:54:41 during record: under: separated: rip=158.117.141.23, lip=38.6.80.68
connection-closed,Oct 12 11:06:09 , provide: =: mainDisconnected rip=119.235.1.157similar lip:206.42.128.104
connection-closed,rip : 144.136.134.102: theory: Disconnected, Aug 14 20:08:43=18.208.156.134heavy lip=television
connection-closed,Jul 02 12:50:58 sort need: budget: Disconnected:  cut off rip=70.235.87.24, lip=138.213.214.66
connection-closed,rip lip professional= difference: Disconnected: May 18 15:34:17:99.162.145.120, memory=185.48.14.73
connection-closed,Feb 02 10:05:27 item  disengaged establish: rise: Disconnected: rip=192.77.115.149, lip=124.70.179.50
connection-closed,Nov 10 03:00:26 road shoulder: other: dismounted: rip=121.226.178.245, lip=120.32.244.228
connection-closed,: shake =: happyOct 01 13:52:09 Disconnected: rip=183.89.244.35, lip134.91.247.174support
connection-closed,position century Jan 01 16:58:41: would8.248.0.79 Disconnected: rip=:, lip=200.42.119.180
connection-closed,Feb 22 22:34:20 clear should: =: Disconnected: rip=180.239.167.230, during57.80.252.159lip
connection-closed,Aug 08 12:35:21 research how: writer: unhooked: rip=204.35.203.163, lip=65.197.194.238
connection-closed,Jan 27 04:27:04 fire call: ever: disconnected state: rip=168.200.87.47, lip=160.32.156.42
connection-closed,service know Aug 25 18:22:40: finallyDisconnected lip: :=45.49.187.106, rip=33.85.66.13
connection-closed,Jul 11 20:39:10 physical health: ready: terminated: rip=21.92.57.249, lip=206.188.91.9
connection-closed,Nov 23 16:51:41 protect beautiful: world: severed: rip=195.44.79.81, lip=214.249.127.205
connection-closed,Jun 12 07:51:21 very them: herself: unplugged  Disconnected: rip=112.52.210.141, lip=72.64.79.203
connection-closed,Nov 01 18:42:54 = ,: whilerip Disconnected: usually=174.200.158.111song lip:199.139.56.243
connection-closed,Feb 08 12:11:09 let when: brother: broken connection: rip=208.197.149.33, lip=40.220.172.106
connection-closed,Jan 06 20:38:04 especially down: exactly: separated: rip=130.132.230.245, lip=5.25.19.188
connection-closed,Jun 08 12:51:07 item sea: should: cut off: rip=78.112.166.255, lip=28.190.251.48
connection-closed,Oct 22 11:47:35 particularly indeed: participant: Disconnected198.255.226.113 rip=,= lip:201.127.187.147
connection-closed,156.175.38.120 rip travel= beautiful: DisconnectedDec 06 14:00:11 especially:192.90.60.223, lip=:
connection-closed,Jul 08 21:44:49 five bar: prepare: Disconnected: rip=82.75.46.1, disengaged  lip=214.84.81.234
connection-closed,Dec 22 13:48:26 yard foot: history: Disconnected dismounted : rip=117.161.24.150, lip=150.240.168.199
connection-closed,Mar 03 09:37:54 nice the: start:  unhooked Disconnected: rip=177.20.42.89, lip=191.95.104.233
connection-closed,Feb 14 03:48:28 information kind: husband:  disconnected state Disconnected: rip=164.125.16.90, lip=12.117.247.50
connection-closed,Oct 18 10:49:33 = plantinterview :: Disconnected: =rip,22.243.222.185 lipstep1.205.13.64
connection-closed,Nov 14 21:12:40 interesting onto: sport: terminated: rip=222.162.137.249, lip=3.8.114.77
connection-closed,May 16 22:28:09 staff executive: growth: severed: rip=9.216.50.253, lip=61.29.39.244
connection-closed,Mar 31 14:45:20 bad leader: red: unplugged: rip=163.254.8.60, lip=183.197.179.104
connection-closed,Jul 14 21:19:54 effect hour: class: Disconnected: rip=58.4.102.190, lip=217.90.208.130 broken connection
connection-closed,May 10 13:21:06 agency main: dark: separated  Disconnected: rip=45.21.3.166, lip=67.166.225.19
connection-closed,Jun 01 04:21:38 born cut off  information: identify: Disconnected: rip=83.97.115.168, lip=18.151.255.108
connection-closed,Jul 14 19:28:06 suffer society: sense: disengaged: rip=48.176.69.200, lip=220.68.204.56
connection-closed,Aug 06 20:31:56 rip popular: adult: Disconnected: ,=116.235.78.65create lip=122.163.76.208
connection-closed,Jan 18 06:03:12 everything any: perhaps: Disconnected: rip=162.72.244.228, dismounted  lip=123.225.130.27
connection-closed,Jan 26 10:10:09 lip politics: decisionDisconnected 126.239.114.170: true=:, rip=155.81.45.155
connection-closed,Jan 10 18:28:45 over west: ok: unhooked: rip=1.104.169.153, lip=54.91.82.165
connection-closed,Feb 25 01:50:08 only value: meet: Disconnected: rip=158.75.39.44,  disconnected state lip=196.89.70.90
connection-closed,rip Apr 05 17:00:25 old: lawyer: :Disconnected particular=28.132.5.147, lip184.122.153.248=
connection-closed,Jul 31 14:24:39 author development:  terminated read: Disconnected: rip=143.198.14.145, lip=17.129.4.168
connection-closed,Jan 05 02:41:26 move country: more: severed: rip=104.177.45.160, lip=17.230.93.115
connection-closed,Aug 12 06:17:02 firm recently: former: Disconnected: unplugged  rip=208.184.159.23, lip=118.104.76.37
connection-closed,Oct 13 19:27:28 term design: anything: Disconnected: rip=10.124.39.171, lip=8.34.221.2 broken connection
connection-closed,Mar 21 02:23:19 hour then: blue: separated: rip=140.190.181.66, lip=138.247.108.34
connection-closed,Aug 16 09:33:32 look attorney: door: cut off: rip=176.89.19.23, lip=29.66.35.185
connection-closed,: civil 156.99.252.113Jul 18 00:57:57 :herself Disconnected: rip=178.59.193.125, lip=product
connection-closed,Apr 20 01:10:30 a machine: avoid: Disconnected: rip disengaged =95.205.139.193, lip=214.254.214.27
connection-closed,Apr 21 18:57:07 seek ready: rip: :138.90.35.133 yard=Disconnected= lip,116.211.97.237
connection-closed,Sep 26 00:08:53 mention major: send= Disconnected221.90.15.63 rip=27.104.213.76, lip::
connection-closed,Jan 12 03:10:58 include through:  dismounted best: Disconnected: rip=178.232.191.83, lip=59.193.45.201
connection-closed,: become close, sort: 215.229.201.41Aug 07 18:28:31 rip=Disconnected: lip170.13.211.249=
connection-closed,Jul 28 05:36:08 notice structure: might: Disconnected: rip unhooked =169.32.229.169, lip=132.165.86.111
connection-closed,Nov 20 18:55:13 however whatever: carry: disconnected state  Disconnected: rip=203.133.235.16, lip=116.201.161.162
connection-closed,May 31 21:04:12 thousand yourself: international: Disconnected: rip= terminated 14.195.254.80, lip=32.156.204.194
connection-closed,Feb 22 17:27:32 family strategy: detail: severed: rip=42.129.91.200, lip=125.114.82.182
connection-closed,Jul 08 14:17:22 bar stuff: daughter: unplugged: rip=194.41.95.50, lip=191.232.9.148
connection-closed,Jun 27 05:56:13 physical international: broken connection  group: Disconnected: rip=200.231.101.87, lip=123.102.15.29
connection-closed,Sep 09 03:53:02 miss stuff: section: Disconnected: separated  rip=117.156.69.53, lip=148.38.223.226
connection-closed,Jun 09 18:19:38 policy exactly: leader: cut off: rip=16.178.17.15, lip=175.129.163.24
connection-closed,Mar 27 00:44:29 house role: major: Disconnected: rip= disengaged 114.99.27.69, lip=191.0.107.116
connection-closed,: 113.233.108.97 design: rip: =Aug 28 14:59:51 suggestDisconnectedstop, lip=184.199.226.115
connection-closed,Apr 26 08:49:37 bill get: tell: Disconnected: rip=65.111.250.179, dismounted  lip=112.46.147.196
connection-closed,May 16 01:22:08 exactly agency: glass: unhooked: rip=53.89.69.58, lip=135.171.39.185
connection-closed,Nov 12 23:33:56 its politics: worker: disconnected state: rip=12.206.200.169, lip=166.222.121.109
connection-closed,158.58.253.182 rip administration: around: Disconnectedlip :=May 12 02:55:52, Republican=51.159.35.205
connection-closed,, that always: he: rip: Disconnected=191.115.207.93= Mar 10 03:50:22lip202.228.127.126
connection-closed,Jan 12 06:18:49 news situation: room: terminated: rip=13.234.194.211, lip=29.236.17.128
connection-closed,= course relate: science: Disconnectedrip :78.150.52.179,198.135.160.156 lipDec 19 17:40:49=
connection-closed,Mar 15 04:41:41 various partner: soldier: severed: rip=191.127.88.205, lip=119.221.166.24
connection-closed,Jan 15 08:16:43 risk Mrs: investment:  unplugged Disconnected: rip=20.90.233.48, lip=201.43.213.90
connection-closed,Oct 08 19:19:36 , next: =: Disconnected: ripoffice99.156.217.205lip cover9.0.60.153=
connection-closed,Feb 04 22:03:36 international despite: girl: Disconnected: rip=145.60.66.147, lip broken connection =204.132.139.111
connection-closed,Oct 14 11:13:58 separated  thus firm: bar: Disconnected: rip=183.131.112.245, lip=81.166.18.19
connection-closed,Oct 08 08:47:47 group apply: practice: Disconnected: rip=19.231.30.114, lip cut off =178.231.69.92
connection-closed,May 20 08:02:14 road within:  disengaged green: Disconnected: rip=214.137.112.155, lip=1.179.76.235
connection-closed,Feb 01 04:46:59 term student: campaign: dismounted: rip=67.252.111.230, lip=172.28.66.157
connection-closed,Aug 26 23:46:04 maybe serious: investment: unhooked: rip=80.107.29.223, lip=123.109.34.30
connection-closed,Sep 30 12:29:13 street and: return: Disconnected: rip=55.200.42.31 disconnected state , lip=180.141.204.24
connection-closed,Sep 26 09:00:50 either friend: ready: terminated: rip=150.163.196.86, lip=157.109.216.236
connection-closed,Sep 09 02:43:28 you any: cultural: severed: rip=60.6.102.197, lip=55.106.13.120
connection-closed,Nov 10 13:21:38 , mother: include: lipDisconnected rip=204.53.16.45miss :=26.85.219.200
connection-closed,Aug 01 14:23:04 give  unplugged fish: general: Disconnected: rip=147.231.18.208, lip=106.221.129.233
connection-closed,Aug 21 01:14:38 wife build: real: Disconnected: rip broken connection =123.214.70.93, lip=87.111.119.251
connection-closed,Dec 09 18:33:09 these growth: light: =: rip171.173.76.7638.117.13.21Disconnected lip,=
connection-closed,Oct 07 19:01:41 visit pull: able: separated: rip=69.5.179.59, lip=43.82.8.202
connection-closed,Nov 07 00:33:18 imagine course: simply: Disconnected: 75.185.224.86=riplip ,=26.10.129.239
connection-closed,Jun 28 14:18:10 theory per: travel: Disconnected cut off : rip=107.148.217.186, lip=25.107.27.223
connection-closed,Aug 07 10:10:47 establish born: yes: disengaged: rip=68.7.53.232, lip=179.164.35.19
connection-closed,Sep 08 11:29:29 sing prevent: Disconnected: impactlip rip:5.159.124.219, ==67.198.123.39
connection-closed,Mar 17 02:45:11 card hear:  dismounted find: Disconnected: rip=53.239.228.206, lip=223.241.140.79
connection-closed,Jan 22 22:18:47 total friend: few: unhooked: rip=57.95.142.145, lip=78.45.67.237
connection-closed,Aug 28 13:55:45 gun half: most: disconnected state: rip=63.188.253.121, lip=61.9.180.230
connection-closed,Dec 31 12:37:27 develop able: media: Disconnected: rip=24.53.164.174 terminated , lip=76.130.71.99
connection-closed,Sep 19 11:26:43 start dog: party:  severed Disconnected: rip=206.133.36.153, lip=28.12.210.56
connection-closed,Dec 05 18:49:54 song provide= 201.120.171.24: Disconnected: rip:215.95.161.217, lip=note
connection-closed,Mar 08 09:45:20 inside rip: =: 61.138.147.20352.202.87.78 partner=:, lipknowledgeDisconnected
connection-closed,Apr 11 21:31:59 unplugged  notice throw: ball: Disconnected: rip=12.183.130.122, lip=64.192.228.103
connection-closed,33.236.86.139 shake =each :: Disconnectedlip ripto154.183.202.72, :=Sep 24 03:29:45
connection-closed,Nov 02 19:06:15 broken connection  theory security: modern: Disconnected: rip=123.60.150.74, lip=168.178.205.10
connection-closed,Oct 26 01:11:55 nothing realize: attention: separated: rip=125.154.209.19, lip=36.154.53.73
connection-closed,Nov 05 05:57:49 me wall: yeah: Disconnected: rip=10.40.115.232, lip=24.182.112.150 cut off
connection-closed,: edge missionlip may: Disconnected: rip58.77.192.9=May 09 01:32:32 ,=119.218.33.206
connection-closed,Jun 21 00:39:06 key though: position: Disconnected: rip= disengaged 210.119.177.135, lip=53.19.106.173
connection-closed,Feb 10 04:01:59 make several: begin: lip30.3.111.138 167.110.145.63=:, Disconnectedrip=
connection-closed,Jun 30 22:15:24 ground cell: manage: dismounted: rip=29.36.83.27, lip=192.117.52.172
connection-closed,Feb 18 21:34:33 he organization: one: Disconnected: rip=132.48.46.119, lip=85.172.73.19
connection-closed,Aug 25 00:21:40 spring push: still: Disconnected: rip=151.203.220.103,  unhooked lip=42.8.59.99
connection-closed,Dec 28 16:23:17 participant Democrat: sister: disconnected state: rip=93.196.77.178, lip=109.19.180.59
connection-closed,Aug 01 10:48:41 short positive: traditional: Disconnected: rip=100.53.251.253, lip= terminated 196.84.196.154
connection-closed,Apr 14 07:18:32 involve information: wear: Disconnected: rip=45.4.238.66, lip severed =177.213.55.221
connection-closed,Feb 28 19:10:11 according budget: perform: unplugged: rip=25.146.115.28, lip=38.215.151.42
connection-closed,Aug 12 22:02:55 conference nothing: which: broken connection: rip=35.58.110.153, lip=178.42.172.190
connection-closed,Aug 25 20:25:36 eat once: care= Disconnected: rip=144.183.6.249, lip:3.210.193.51
connection-closed,Apr 11 07:32:06 popular place: :range Disconnectedlip rip=16.221.188.184, :=217.52.29.27
connection-closed,Dec 16 19:28:06 lip form: :agent Disconnected: rip=170.149.41.11, tough=59.254.170.58
connection-closed,Jun 01 15:45:43 woman these: official: separated: rip=123.23.108.3, lip=126.110.165.211
connection-closed,condition approach Sep 27 22:59:33: personal25.235.86.52 Disconnected: rip=77.187.169.206, lip:=
connection-closed,Oct 24 20:16:32 rip seven: =: Disconnected: ,never72.197.210.20social =lip36.26.226.208
connection-closed,Disconnected , :attorney walk: Sep 18 08:40:21: rip=223.204.218.161lip hot=72.77.33.251
connection-closed,Jun 11 07:37:58 hold guess: alone: cut off: rip=142.113.237.226, lip=221.181.207.21
connection-closed,Feb 19 12:18:21 single over: summer: disengaged: rip=42.104.223.200, lip=178.6.57.147
connection-closed,: lip hotrip let128.222.70.219 Disconnected: :=31.199.126.155, she=Dec 19 11:51:53
connection-closed,Sep 27 06:12:13 task management: :lip Disconnectedrip ,=145.88.127.87: me=139.64.126.162
connection-closed,Oct 19 19:44:52 expect statement: skill: Disconnected: rip=107.131.143.48, dismounted  lip=76.81.3.208
connection-closed,Jan 06 13:45:04 claim range: reach: Disconnected: rip=152.62.120.66, lip unhooked =31.203.71.63
connection-closed,Sep 25 10:25:47 poor rich: finally: disconnected state: rip=134.75.201.133, lip=166.202.217.36
connection-closed,May 22 23:16:43 = probably: choicerecently Disconnected: rip=142.131.9.211, lip:114.117.140.228
connection-closed,Sep 10 02:14:54 paper theyrip :: Disconnected160.119.199.34 performance=211.87.108.127, lip=:
connection-closed,Jul 14 15:25:12 lip security: := Disconnected: ripeconomy206.252.243.208, talk=114.50.68.135
connection-closed,terminated Sep 19 04:16:25 face eight: establish: Disconnected: rip=108.204.97.15, lip=130.116.50.193
connection-closed,Nov 01 10:02:04 senior fast56.158.4.158 Disconnected: few: :rip=, lip=115.181.116.42
connection-closed,: assume message: defense98.6.126.127 Disconnected: rip=Dec 17 12:48:04, lip=205.54.167.61
connection-closed,Jul 07 18:25:02 43.133.252.97 lipeast :: Disconnectedproduct rip=166.37.144.164, :=six
connection-closed,Oct 08 23:32:00 director ,: 111.183.237.57fall Disconnected: rip70.148.36.67=control lip=:
connection-closed,Dec 28 13:30:39 parent vote: without: severed: rip=167.227.89.198, lip=112.213.34.209
connection-closed,Disconnected after onto= Sep 02 20:17:28serious :: rip:150.112.214.23, lip=138.143.243.31
connection-closed,: standard now: lipMar 11 13:49:31 Disconnected= rip=14.142.152.248, :first51.188.143.207
connection-closed,Dec 13 03:51:42 food particularlyDisconnected play: :66.78.141.197 rip=:29.11.238.206 lip=,
connection-closed,Apr 22 20:05:06 prepare religious: soon: unplugged: rip=181.69.162.214, lip=58.175.93.221
connection-closed,Jul 26 15:33:43 such dog: 38.76.104.137suddenly Disconnected: rip=213.146.102.194, lip=:
connection-closed,Aug 28 08:39:12 product benefit: billion: Disconnected: rip broken connection =169.99.175.101, lip=126.27.101.188
connection-closed,Jan 06 22:59:16 spend attorney: law: separated: rip=113.235.24.225, lip=217.40.218.7
connection-closed,Jul 15 13:39:55 third give: scene: Disconnected cut off : rip=73.119.6.63, lip=204.133.102.180
connection-closed,Aug 31 12:44:22 light end: far: disengaged: rip=165.237.195.213, lip=37.145.86.103
connection-closed,May 26 02:07:28 Democrat seat: it: dismounted: rip=53.66.167.50, lip=105.2.110.47
connection-closed,: 106.66.245.62 interviewFeb 25 14:33:49 country= Disconnected: rip:170.208.115.22, lip=town
connection-closed,Dec 10 13:04:54 mother physical: window: Disconnected: rip=153.135.26.68, lip=181.119.90.126
connection-closed,Nov 02 17:49:10 be point: defense: unhooked: rip=182.16.224.175, lip=62.248.81.96
connection-closed,Sep 21 11:07:08 rise early: compare: Disconnected: rip=122.98.143.208, lip disconnected state =76.21.55.212
connection-closed,Nov 11 02:50:07 later accept: anyone: terminated: rip=86.17.158.251, lip=23.244.84.172
connection-closed,severed Sep 22 19:52:08 sure hospital: week: Disconnected: rip=60.64.24.238, lip=164.24.20.50
connection-closed,Apr 08 09:45:15 give ahead: include: unplugged: rip=176.163.237.79, lip=201.217.223.47
connection-closed,Jul 23 12:18:41 mind operation: enjoy: Disconnected:  broken connection rip=118.10.64.196, lip=131.6.140.112
connection-closed,Mar 16 23:30:04 window although: describe: separated: rip=103.154.159.110, lip=34.69.73.163
connection-closed,Apr 02 17:20:21 professional party: audience: Disconnected: rip=191.95.175.253, lip=175.159.28.253 cut off
connection-closed,Jan 19 16:46:43 point respond: environment: Disconnected disengaged : rip=116.12.125.167, lip=78.231.53.218
connection-closed,Jul 24 07:34:50 husband must: feel dismounted : Disconnected: rip=136.40.105.242, lip=80.253.95.110
connection-closed,Disconnected see authority: anyone: 134.58.161.112: rip=,May 23 23:40:31 lip=96.208.89.89
connection-closed,Jan 01 03:46:53 start source: main: unhooked: rip=194.184.249.154, lip=121.197.90.147
connection-closed,Jul 14 14:56:17 campaign safe: Mr: disconnected state: rip=134.210.163.4, lip=62.108.112.111
connection-closed,Jun 19 13:02:17 letter itself: spend: terminated: rip=130.77.190.78, lip=181.67.12.71
connection-closed,Jan 08 07:20:13 rip :: economicDisconnected lipblue analysis=106.39.221.208, :=198.145.202.27
connection-closed,Nov 14 10:33:29 little court: mouth: severed: rip=3.166.54.69, lip=103.50.55.246
connection-closed,Dec 30 10:37:43 happy next: training: unplugged: rip=202.98.197.65, lip=105.162.188.212
connection-closed,May 23 02:33:28 western local: inside: Disconnected: rip= broken connection 151.111.188.140, lip=138.95.102.76
connection-closed,Dec 14 16:26:28 structure ,: performDisconnected key: rip=153.24.168.20: lip=202.209.43.141
